Year,Name,Location,Dates,Draw- singles,Draw- doubles,Surface,Prize money,Winner- singles,Winner- doubles,Winner- team,URL_Tournament
1887,US Championships,"Newport, United States",1887.08.22,17,0,Outdoor Grass,,Richard Sears,,,https://www.atptour.com/en/scores/archive/us-championships/560/1887/results
1888,Wimbledon,"London, Great Britain",1888.07.10,32,0,Outdoor Grass,,Ernest Renshaw,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1888/results
1888,US Championships,"Newport, United States",1888.08.20,33,0,Outdoor Grass,,Henry Slocum,,,https://www.atptour.com/en/scores/archive/us-championships/560/1888/results
1889,Wimbledon,"London, Great Britain",1889.07.01,32,0,Outdoor Grass,,William Renshaw,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1889/results
1889,US Championships,"Newport, United States",1889.08.21,33,0,Outdoor Grass,,Henry Slocum,,,https://www.atptour.com/en/scores/archive/us-championships/560/1889/results
1890,Wimbledon,"London, Great Britain",1890.06.30,32,0,Outdoor Grass,,Willoughby Hamilton,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1890/results
1890,US Championships,"Newport, United States",1890.08.27,33,0,Outdoor Grass,,Oliver Campbell,,,https://www.atptour.com/en/scores/archive/us-championships/560/1890/results
1891,Wimbledon,"London, Great Britain",1891.06.29,32,0,Outdoor Grass,,Wilfred Baddeley,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1891/results
1891,US Championships,"Newport, United States",1891.08.18,65,0,Outdoor Grass,,Oliver Campbell,,,https://www.atptour.com/en/scores/archive/us-championships/560/1891/results
1892,Wimbledon,"London, Great Britain",1892.06.27,32,0,Outdoor Grass,,Wilfred Baddeley,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1892/results
1892,US Championships,"Newport, United States",1892.08.23,65,0,Outdoor Grass,,Oliver Campbell,,,https://www.atptour.com/en/scores/archive/us-championships/560/1892/results
1893,Wimbledon,"London, Great Britain",1893.07.10,32,0,Outdoor Grass,,Joshua Pim,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1893/results
1893,US Championships,"Newport, United States",1893.08.22,65,0,Outdoor Grass,,Robert Wrenn,,,https://www.atptour.com/en/scores/archive/us-championships/560/1893/results
1894,Wimbledon,"London, Great Britain",1894.07.09,32,0,Outdoor Grass,,Joshua Pim,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1894/results
1894,US Championships,"Newport, United States",1894.08.20,33,0,Outdoor Grass,,Robert Wrenn,,,https://www.atptour.com/en/scores/archive/us-championships/560/1894/results
1895,Wimbledon,"London, Great Britain",1895.07.08,32,0,Outdoor Grass,,Wilfred Baddeley,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1895/results
1895,US Championships,"Newport, United States",1895.08.20,65,0,Outdoor Grass,,Frederick Hovey,,,https://www.atptour.com/en/scores/archive/us-championships/560/1895/results
1896,Wimbledon,"London, Great Britain",1896.07.13,33,0,Outdoor Grass,,Harold Mahony,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1896/results
1896,US Championships,"Newport, United States",1896.08.17,33,0,Outdoor Grass,,Robert Wrenn,,,https://www.atptour.com/en/scores/archive/us-championships/560/1896/results
1897,Wimbledon,"London, Great Britain",1897.06.21,33,0,Outdoor Grass,,Reggie Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1897/results
1897,US Championships,"Newport, United States",1897.08.18,33,0,Outdoor Grass,,Robert Wrenn,,,https://www.atptour.com/en/scores/archive/us-championships/560/1897/results
1898,Wimbledon,"London, Great Britain",1898.06.20,64,0,Outdoor Grass,,Reggie Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1898/results
1898,US Championships,"Newport, United States",1898.08.15,33,0,Outdoor Grass,,Malcolm Whitman,,,https://www.atptour.com/en/scores/archive/us-championships/560/1898/results
1899,Wimbledon,"London, Great Britain",1899.06.19,64,0,Outdoor Grass,,Reggie Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1899/results
1899,US Championships,"Newport, United States",1899.08.15,33,0,Outdoor Grass,,Malcolm Whitman,,,https://www.atptour.com/en/scores/archive/us-championships/560/1899/results
1900,Wimbledon,"London, Great Britain",1900.06.25,33,0,Outdoor Grass,,Reggie Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1900/results
1900,US Championships,"Newport, United States",1900.08.14,33,0,Outdoor Grass,,Malcolm Whitman,,,https://www.atptour.com/en/scores/archive/us-championships/560/1900/results
1901,Wimbledon,"London, Great Britain",1901.06.24,64,0,Outdoor Grass,,Arthur Gore,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1901/results
1901,US Championships,"Newport, United States",1901.08.13,33,0,Outdoor Grass,,William Larned,,,https://www.atptour.com/en/scores/archive/us-championships/560/1901/results
1902,Wimbledon,"London, Great Britain",1902.06.23,64,0,Outdoor Grass,,Laurence Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1902/results
1902,US Championships,"Newport, United States",1902.08.18,128,0,Outdoor Grass,,William Larned,,,https://www.atptour.com/en/scores/archive/us-championships/560/1902/results
1903,Wimbledon,"London, Great Britain",1903.06.23,64,0,Outdoor Grass,,Laurence Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1903/results
1903,US Championships,"Newport, United States",1903.08.16,128,0,Outdoor Grass,,Laurence Doherty,,,https://www.atptour.com/en/scores/archive/us-championships/560/1903/results
1904,Wimbledon,"London, Great Britain",1904.06.20,64,0,Outdoor Grass,,Laurence Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1904/results
1904,US Championships,"Newport, United States",1904.08.16,128,0,Outdoor Grass,,Holcombe Ward,,,https://www.atptour.com/en/scores/archive/us-championships/560/1904/results
1905,Wimbledon,"London, Great Britain",1905.06.26,128,0,Outdoor Grass,,Laurence Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1905/results
1905,US Championships,"Newport, United States",1905.08.22,128,0,Outdoor Grass,,Beals Wright,,,https://www.atptour.com/en/scores/archive/us-championships/560/1905/results
1905,Australasian Championships,"Melbourne, Australia",1905.11.21,32,0,Outdoor Grass,,Rodney Heath,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1905/results
1906,Wimbledon,"London, Great Britain",1906.06.25,128,0,Outdoor Grass,,Laurence Doherty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1906/results
1906,US Championships,"Newport, United States",1906.08.20,128,0,Outdoor Grass,,William Clothier,,,https://www.atptour.com/en/scores/archive/us-championships/560/1906/results
1906,Australasian Championships,"Christchurch, New Zealand",1906.12.26,16,0,Outdoor Grass,,Tony Wilding,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1906/results
1907,Wimbledon,"London, Great Britain",1907.06.24,128,0,Outdoor Grass,,Norman Brookes,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1907/results
1907,Australasian Championships,"Brisbane, Australia",1907.08.18,32,0,Outdoor Grass,,Horace Rice,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1907/results
1907,US Championships,"Newport, United States",1907.08.20,128,0,Outdoor Grass,,William Larned,,,https://www.atptour.com/en/scores/archive/us-championships/560/1907/results
1908,Wimbledon,"London, Great Britain",1908.06.22,128,0,Outdoor Grass,,Arthur Gore,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1908/results
1908,US Championships,"Newport, United States",1908.08.18,256,0,Outdoor Grass,,William Larned,,,https://www.atptour.com/en/scores/archive/us-championships/560/1908/results
1908,Australasian Championships,"Sydney, Australia",1908.12.07,16,0,Outdoor Grass,,Fred Alexander,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1908/results
1909,Wimbledon,"London, Great Britain",1909.06.21,128,0,Outdoor Grass,,Arthur Gore,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1909/results
1909,US Championships,"Newport, United States",1909.08.17,256,0,Outdoor Grass,,William Larned,,,https://www.atptour.com/en/scores/archive/us-championships/560/1909/results
1909,Australasian Championships,"Perth, Australia",1909.10.16,16,0,Outdoor Grass,,Tony Wilding,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1909/results
1910,Australasian Championships,"Adelaide, Australia",1910.03.15,16,0,Outdoor Grass,,Rodney Heath,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1910/results
1910,Wimbledon,"London, Great Britain",1910.06.20,128,0,Outdoor Grass,,Tony Wilding,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1910/results
1910,US Championships,"Newport, United States",1910.08.15,256,0,Outdoor Grass,,William Larned,,,https://www.atptour.com/en/scores/archive/us-championships/560/1910/results
1911,Wimbledon,"London, Great Britain",1911.06.26,128,0,Outdoor Grass,,Tony Wilding,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1911/results
1911,US Championships,"Newport, United States",1911.08.21,256,0,Outdoor Grass,,William Larned,,,https://www.atptour.com/en/scores/archive/us-championships/560/1911/results
1911,Australasian Championships,"Melbourne, Australia",1911.11.20,32,0,Outdoor Grass,,Norman Brookes,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1911/results
1912,Wimbledon,"London, Great Britain",1912.06.24,128,0,Outdoor Grass,,Tony Wilding,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1912/results
1912,US Championships,"Newport, United States",1912.08.19,256,0,Outdoor Grass,,Maurice McLoughlin,,,https://www.atptour.com/en/scores/archive/us-championships/560/1912/results
1912,Australasian Championships,"Hastings, New Zealand",1912.12.30,16,0,Outdoor Grass,,James Cecile Parke,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1912/results
1913,Wimbledon,"London, Great Britain",1913.06.23,129,0,Outdoor Grass,,Tony Wilding,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1913/results
1913,US Championships,"Newport, Rhode Island, United States",1913.08.18,256,0,Outdoor Grass,,Maurice McLoughlin,,,https://www.atptour.com/en/scores/archive/us-championships/560/1913/results
1913,Australasian Championships,"Perth, Australia",1913.11.01,16,0,Outdoor Grass,,Ernest Parker,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1913/results
1914,Wimbledon,"London, Great Britain",1914.06.22,129,0,Outdoor Grass,,Norman Brookes,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1914/results
1914,US Championships,"Newport, Rhode Island, United States",1914.08.24,256,0,Outdoor Grass,,Richard Norris Williams,,,https://www.atptour.com/en/scores/archive/us-championships/560/1914/results
1914,Australasian Championships,"Melbourne, Australia",1914.11.23,32,0,Outdoor Grass,,Arthur O'Hara-Wood,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1914/results
1915,Australasian Championships,"Brisbane, Australia",1915.08.16,32,0,Outdoor Grass,,Gordon Lowe,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1915/results
1915,US Championships,"New York, United States",1915.08.31,128,0,Outdoor Grass,,Bill Johnston,,,https://www.atptour.com/en/scores/archive/us-championships/560/1915/results
1916,US Championships,"New York, United States",1916.08.28,128,0,Outdoor Grass,,Richard Norris Williams,,,https://www.atptour.com/en/scores/archive/us-championships/560/1916/results
1917,US Championships,"New York, United States",1917.08.20,64,0,Outdoor Grass,,Lindley Murray,,,https://www.atptour.com/en/scores/archive/us-championships/560/1917/results
1918,US Championships,"New York, United States",1918.08.26,128,0,Outdoor Grass,,Lindley Murray,,,https://www.atptour.com/en/scores/archive/us-championships/560/1918/results
1919,Wimbledon,"London, Great Britain",1919.06.23,129,0,Outdoor Grass,,Gerald Patterson,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1919/results
1919,US Championships,"New York, United States",1919.08.26,128,0,Outdoor Grass,,Bill Johnston,,,https://www.atptour.com/en/scores/archive/us-championships/560/1919/results
1919,Australasian Championships,"Sydney, Australia",1920.01.22,64,0,Outdoor Grass,,Algernon Kingscote,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1919/results
1920,Australasian Championships,"Adelaide, Australia",1920.03.15,32,0,Outdoor Grass,,Pat O'Hara-Wood,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1920/results
1920,Wimbledon,"London, Great Britain",1920.06.21,129,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1920/results
1920,US Championships,"New York, United States",1920.08.30,128,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/us-championships/560/1920/results
1921,Wimbledon,"London, Great Britain",1921.06.20,129,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1921/results
1921,US Championships,"Philadelphia, PA, United States",1921.09.09,128,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/us-championships/560/1921/results
1921,Australasian Championships,"Perth, Australia",1921.12.26,32,0,Outdoor Grass,,Rhys Gemmell,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1921/results
1922,Wimbledon,"London, Great Britain",1922.06.26,128,0,Outdoor Grass,,Gerald Patterson,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1922/results
1922,US Championships,"Philadelphia, PA, United States",1922.09.08,128,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/us-championships/560/1922/results
1922,Australasian Championships,"Sydney, Australia",1922.12.01,64,0,Outdoor Grass,,James Anderson,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1922/results
1923,Wimbledon,"London, Great Britain",1923.06.25,128,0,Outdoor Grass,,Bill Johnston,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1923/results
1923,Australasian Championships,"Brisbane, Australia",1923.08.11,32,0,Outdoor Grass,,Pat O'Hara-Wood,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1923/results
1923,US Championships,"Philadelphia, PA, United States",1923.09.10,64,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/us-championships/560/1923/results
1924,Australasian Championships,"Melbourne, Australia",1924.01.20,64,0,Outdoor Grass,,James Anderson,,,https://www.atptour.com/en/scores/archive/australasian-championships/580/1924/results
1924,Wimbledon,"London, Great Britain",1924.06.23,128,0,Outdoor Grass,,Jean Borotra,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1924/results
1924,US Championships,"New York, United States",1924.08.25,128,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/us-championships/560/1924/results
1925,Australian Championships,"Sydney, Australia",1925.01.24,64,0,Outdoor Grass,,James Anderson,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1925/results
1925,French Championships,"Saint Cloud, France",1925.05.27,64,0,Outdoor Grass,,Rene Lacoste,,,https://www.atptour.com/en/scores/archive/french-championships/520/1925/results
1925,Wimbledon,"London, Great Britain",1925.06.22,128,0,Outdoor Grass,,Rene Lacoste,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1925/results
1925,US Championships,"New York, United States",1925.09.14,64,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/us-championships/560/1925/results
1926,Australian Championships,"Adelaide, Australia",1926.01.23,64,0,Outdoor Grass,,John Hawkes,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1926/results
1926,French Championships,"Paris, France",1926.06.02,128,0,Outdoor Grass,,Henri Cochet,,,https://www.atptour.com/en/scores/archive/french-championships/520/1926/results
1926,Wimbledon,"London, Great Britain",1926.06.21,128,0,Outdoor Grass,,Jean Borotra,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1926/results
1926,US Championships,"New York, United States",1926.09.13,64,0,Outdoor Grass,,Rene Lacoste,,,https://www.atptour.com/en/scores/archive/us-championships/560/1926/results
1927,Australian Championships,"Melbourne, Australia",1927.01.22,64,0,Outdoor Grass,,Gerald Patterson,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1927/results
1927,French Championships,"Saint Cloud, France",1927.05.24,128,0,Outdoor Grass,,Rene Lacoste,,,https://www.atptour.com/en/scores/archive/french-championships/520/1927/results
1927,Wimbledon,"London, Great Britain",1927.06.20,128,0,Outdoor Grass,,Henri Cochet,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1927/results
1927,US Championships,"New York, United States",1927.09.12,64,0,Outdoor Grass,,Rene Lacoste,,,https://www.atptour.com/en/scores/archive/us-championships/560/1927/results
1928,Australian Championships,"Sydney, Australia",1928.01.28,64,0,Outdoor Grass,,Jean Borotra,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1928/results
1928,French Championships,"Paris, France",1928.05.25,128,0,Outdoor Clay,,Henri Cochet,,,https://www.atptour.com/en/scores/archive/french-championships/520/1928/results
1928,Wimbledon,"London, Great Britain",1928.06.25,128,0,Outdoor Grass,,Rene Lacoste,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1928/results
1928,US Championships,"New York, United States",1928.09.10,64,0,Outdoor Grass,,Henri Cochet,,,https://www.atptour.com/en/scores/archive/us-championships/560/1928/results
1929,Australian Championships,"Adelaide, Australia",1929.01.19,32,0,Outdoor Grass,,John Colin Gregory,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1929/results
1929,French Championships,"Paris, France",1929.05.24,128,0,Outdoor Clay,,Rene Lacoste,,,https://www.atptour.com/en/scores/archive/french-championships/520/1929/results
1929,Wimbledon,"London, Great Britain",1929.06.24,128,0,Outdoor Grass,,Henri Cochet,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1929/results
1929,US Championships,"New York, United States",1929.09.07,128,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/us-championships/560/1929/results
1930,Australian Championships,"Melbourne, Australia",1930.01.20,32,0,Outdoor Grass,,Edgar Moon,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1930/results
1930,French Championships,"Paris, France",1930.05.24,128,0,Outdoor Clay,,Henri Cochet,,,https://www.atptour.com/en/scores/archive/french-championships/520/1930/results
1930,Wimbledon,"London, Great Britain",1930.06.23,128,0,Outdoor Grass,,Bill Tilden,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1930/results
1930,US Championships,"New York, United States",1930.09.06,128,0,Outdoor Grass,,John Doeg,,,https://www.atptour.com/en/scores/archive/us-championships/560/1930/results
1931,Australian Championships,"Sydney, Australia",1931.02.27,32,0,Outdoor Grass,,Jack Crawford,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1931/results
1931,French Championships,"Paris, France",1931.05.22,128,0,Outdoor Clay,,Jean Borotra,,,https://www.atptour.com/en/scores/archive/french-championships/520/1931/results
1931,Wimbledon,"London, Great Britain",1931.06.22,128,0,Outdoor Grass,,Sidney Jr. Wood,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1931/results
1931,US Championships,"New York, United States",1931.09.05,128,0,Outdoor Grass,,Ellsworth Vines,,,https://www.atptour.com/en/scores/archive/us-championships/560/1931/results
1932,Australian Championships,"Adelaide, Australia",1932.02.08,32,0,Outdoor Grass,,Jack Crawford,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1932/results
1932,French Championships,"Paris, France",1932.05.26,128,0,Outdoor Clay,,Henri Cochet,,,https://www.atptour.com/en/scores/archive/french-championships/520/1932/results
1932,Wimbledon,"London, Great Britain",1932.06.20,128,0,Outdoor Grass,,Ellsworth Vines,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1932/results
1932,US Championships,"New York, United States",1932.09.03,128,0,Outdoor Grass,,Ellsworth Vines,,,https://www.atptour.com/en/scores/archive/us-championships/560/1932/results
1933,Australian Championships,"Melbourne, Australia",1933.01.21,32,0,Outdoor Grass,,Jack Crawford,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1933/results
1933,French Championships,"Paris, France",1933.05.25,128,0,Outdoor Clay,,Jack Crawford,,,https://www.atptour.com/en/scores/archive/french-championships/520/1933/results
1933,Wimbledon,"London, Great Britain",1933.06.26,128,0,Outdoor Grass,,Jack Crawford,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1933/results
1933,US Championships,"New York, United States",1933.09.02,128,0,Outdoor Grass,,Fred Perry,,,https://www.atptour.com/en/scores/archive/us-championships/560/1933/results
1934,Australian Championships,"Sydney, Australia",1934.01.18,32,0,Outdoor Grass,,Fred Perry,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1934/results
1934,French Championships,"Paris, France",1934.05.23,128,0,Outdoor Clay,,Gottfried Von Cramm,,,https://www.atptour.com/en/scores/archive/french-championships/520/1934/results
1934,Wimbledon,"London, Great Britain",1934.06.25,128,0,Outdoor Grass,,Fred Perry,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1934/results
1934,US Championships,"New York, United States",1934.09.01,128,0,Outdoor Grass,,Fred Perry,,,https://www.atptour.com/en/scores/archive/us-championships/560/1934/results
1935,Australian Championships,"Melbourne, Australia",1935.01.01,32,0,Outdoor Grass,,Jack Crawford,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1935/results
1935,French Championships,"Paris, France",1935.05.22,128,0,Outdoor Clay,,Fred Perry,,,https://www.atptour.com/en/scores/archive/french-championships/520/1935/results
1935,Wimbledon,"London, Great Britain",1935.06.24,128,0,Outdoor Grass,,Fred Perry,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1935/results
1935,US Championships,"New York, United States",1935.08.29,128,0,Outdoor Grass,,Wilmer Allison,,,https://www.atptour.com/en/scores/archive/us-championships/560/1935/results
1936,Australian Championships,"Adelaide, Australia",1936.01.20,32,0,Outdoor Grass,,Adrian Quist,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1936/results
1936,French Championships,"Paris, France",1936.05.21,128,0,Outdoor Clay,,Gottfried Von Cramm,,,https://www.atptour.com/en/scores/archive/french-championships/520/1936/results
1936,Wimbledon,"London, Great Britain",1936.06.22,128,0,Outdoor Grass,,Fred Perry,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1936/results
1936,US Championships,"New York, United States",1936.09.03,128,0,Outdoor Grass,,Fred Perry,,,https://www.atptour.com/en/scores/archive/us-championships/560/1936/results
1937,Australian Championships,"Sydney, Australia",1937.01.22,32,0,Outdoor Grass,,Vivian Mcgrath,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1937/results
1937,French Championships,"Paris, France",1937.05.21,128,0,Outdoor Clay,,Henner Henkel,,,https://www.atptour.com/en/scores/archive/french-championships/520/1937/results
1937,Wimbledon,"London, Great Britain",1937.06.21,128,0,Outdoor Grass,,Don Budge,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1937/results
1937,US Championships,"New York, United States",1937.09.02,128,0,Outdoor Grass,,Don Budge,,,https://www.atptour.com/en/scores/archive/us-championships/560/1937/results
1938,Australian Championships,"Adelaide, Australia",1938.01.21,32,0,Outdoor Grass,,Don Budge,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1938/results
1938,French Championships,"Paris, France",1938.06.02,128,0,Outdoor Clay,,Don Budge,,,https://www.atptour.com/en/scores/archive/french-championships/520/1938/results
1938,Wimbledon,"London, Great Britain",1938.06.20,128,0,Outdoor Grass,,Don Budge,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1938/results
1938,US Championships,"New York, United States",1938.09.08,128,0,Outdoor Grass,,Don Budge,,,https://www.atptour.com/en/scores/archive/us-championships/560/1938/results
1939,Australian Championships,"Melbourne, Australia",1939.01.20,32,0,Outdoor Grass,,John Bromwich,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1939/results
1939,French Championships,"Paris, France",1939.06.08,64,0,Outdoor Clay,,Donald McNeill,,,https://www.atptour.com/en/scores/archive/french-championships/520/1939/results
1939,Wimbledon,"London, Great Britain",1939.06.26,128,0,Outdoor Grass,,Bobby Riggs,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1939/results
1939,US Championships,"New York, United States",1939.09.07,128,0,Outdoor Grass,,Bobby Riggs,,,https://www.atptour.com/en/scores/archive/us-championships/560/1939/results
1940,Australian Championships,"Sydney, Australia",1940.01.19,32,0,Outdoor Grass,,Adrian Quist,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1940/results
1940,US Championships,"New York, United States",1940.09.02,128,0,Outdoor Grass,,Donald McNeill,,,https://www.atptour.com/en/scores/archive/us-championships/560/1940/results
1941,US Championships,"New York, United States",1941.08.30,64,0,Outdoor Grass,,Bobby Riggs,,,https://www.atptour.com/en/scores/archive/us-championships/560/1941/results
1942,US Championships,"New York, United States",1942.08.27,64,0,Outdoor Grass,,"Frederick ""Ted"" Schroeder",,,https://www.atptour.com/en/scores/archive/us-championships/560/1942/results
1943,US Championships,"New York, United States",1943.09.01,32,0,Outdoor Grass,,Joseph Hunt,,,https://www.atptour.com/en/scores/archive/us-championships/560/1943/results
1944,US Championships,"New York, United States",1944.08.30,32,0,Outdoor Grass,,Frank Parker,,,https://www.atptour.com/en/scores/archive/us-championships/560/1944/results
1945,US Championships,"New York, United States",1945.08.28,64,0,Outdoor Grass,,Frank Parker,,,https://www.atptour.com/en/scores/archive/us-championships/560/1945/results
1946,Australian Championships,"Adelaide, Australia",1946.01.19,64,0,Outdoor Grass,,John Bromwich,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1946/results
1946,Wimbledon,"London, Great Britain",1946.06.24,128,0,Outdoor Grass,,Yvon Petra,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1946/results
1946,French Championships,"Paris, France",1946.07.18,64,0,Outdoor Clay,,Marcel Bernard,,,https://www.atptour.com/en/scores/archive/french-championships/520/1946/results
1946,US Championships,"New York, United States",1946.08.31,128,0,Outdoor Grass,,Jack Kramer,,,https://www.atptour.com/en/scores/archive/us-championships/560/1946/results
1947,Australian Championships,"Sydney, Australia",1947.01.18,32,0,Outdoor Grass,,Dinny Pails,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1947/results
1947,Wimbledon,"London, Great Britain",1947.06.23,128,0,Outdoor Grass,,Jack Kramer,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1947/results
1947,French Championships,"Paris, France",1947.07.14,128,0,Outdoor Clay,,Jozsef Asboth,,,https://www.atptour.com/en/scores/archive/french-championships/520/1947/results
1947,US Championships,"New York, United States",1947.09.06,128,0,Outdoor Grass,,Jack Kramer,,,https://www.atptour.com/en/scores/archive/us-championships/560/1947/results
1948,Australian Championships,"Melbourne, Australia",1948.01.17,64,0,Outdoor Grass,,Adrian Quist,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1948/results
1948,French Championships,"Paris, France",1948.05.19,128,0,Outdoor Clay,,Frank Parker,,,https://www.atptour.com/en/scores/archive/french-championships/520/1948/results
1948,Wimbledon,"London, Great Britain",1948.06.21,128,0,Outdoor Grass,,Robert Falkenburg,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1948/results
1948,US Championships,"New York, United States",1948.09.10,128,0,Outdoor Grass,,Richard Pancho Gonzales,,,https://www.atptour.com/en/scores/archive/us-championships/560/1948/results
1949,Australian Championships,"Adelaide, Australia",1949.01.22,32,0,Outdoor Grass,,Frank Sedgman,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1949/results
1949,French Championships,"Paris, France",1949.05.19,128,0,Outdoor Clay,,Frank Parker,,,https://www.atptour.com/en/scores/archive/french-championships/520/1949/results
1949,Wimbledon,"London, Great Britain",1949.06.20,128,0,Outdoor Grass,,"Frederick ""Ted"" Schroeder",,,https://www.atptour.com/en/scores/archive/wimbledon/540/1949/results
1949,US Championships,"New York, United States",1949.08.26,64,0,Outdoor Grass,,Richard Pancho Gonzales,,,https://www.atptour.com/en/scores/archive/us-championships/560/1949/results
1950,Australian Championships,"Adelaide, Australia",1950.01.21,64,0,Outdoor Grass,,Frank Sedgman,,,https://www.atptour.com/en/scores/archive/australian-championships/580/1950/results
1950,French Championships,"Paris, France",1950.05.19,128,0,Outdoor Clay,,Budge Patty,,,https://www.atptour.com/en/scores/archive/french-championships/520/1950/results
1950,Wimbledon,"London, Great Britain",1950.06.26,128,0,Outdoor Grass,,Budge Patty,,,https://www.atptour.com/en/scores/archive/wimbledon/540/1950/results
