,year,name,identifier ,url
20336,1968,Shreveport WCT,1968-Shreveport WCT,https://www.atptour.com/en/scores/archive/shreveport/9297/1968/results
20343,1968,Philadelphia,1968-Philadelphia,https://www.atptour.com/en/scores/archive/philadelphia/401/1968/results
20354,1968,Miami WCT,1968-Miami WCT,https://www.atptour.com/en/scores/archive/miami/681/1968/results
20362,1968,Salisbury,1968-Salisbury,https://www.atptour.com/en/scores/archive/salisbury/355/1968/results
20407,1968,Houston WCT,1968-Houston WCT,https://www.atptour.com/en/scores/archive/houston/9298/1968/results
20420,1968,New Orleans WCT,1968-New Orleans WCT,https://www.atptour.com/en/scores/archive/new-orleans/9299/1968/results
20433,1968,Orlando WCT,1968-Orlando WCT,https://www.atptour.com/en/scores/archive/orlando/9300/1968/results
20446,1968,Macon,1968-Macon,https://www.atptour.com/en/scores/archive/macon/2066/1968/results
20469,1968,Kingston,1968-Kingston,https://www.atptour.com/en/scores/archive/kingston/9204/1968/results
20487,1968,Tulsa WCT,1968-Tulsa WCT,https://www.atptour.com/en/scores/archive/tulsa/9301/1968/results
20500,1968,Barranquilla,1968-Barranquilla,https://www.atptour.com/en/scores/archive/barranquilla/3940/1968/results
20531,1968,Caracas,1968-Caracas,https://www.atptour.com/en/scores/archive/caracas/344/1968/results
20561,1968,Sao Paulo NTL-1,1968-Sao Paulo NTL-1,https://www.atptour.com/en/scores/archive/sao-paulo/9302/1968/results
20567,1968,Curacao,1968-Curacao,https://www.atptour.com/en/scores/archive/willemstad/9277/1968/results
20590,1968,Mexico City,1968-Mexico City,https://www.atptour.com/en/scores/archive/mexico-city/9348/1968/results
20591,1968,San Diego WCT,1968-San Diego WCT,https://www.atptour.com/en/scores/archive/san-diego/9303/1968/results
20599,1968,Buenos Aires NTL,1968-Buenos Aires NTL,https://www.atptour.com/en/scores/archive/buenos-aires/9304/1968/results
20603,1968,New York-1,1968-New York-1,https://www.atptour.com/en/scores/archive/new-york/2058/1968/results
20634,1968,Parioli,1968-Parioli,https://www.atptour.com/en/scores/archive/rome/9337/1968/results
20697,1968,Bogota NTL,1968-Bogota NTL,https://www.atptour.com/en/scores/archive/bogota/9305/1968/results
20701,1968,Los Altos Hills WCT,1968-Los Altos Hills WCT,https://www.atptour.com/en/scores/archive/los-altos-hills/9306/1968/results
20709,1968,Bakersfield WCT,1968-Bakersfield WCT,https://www.atptour.com/en/scores/archive/bakersfield/9307/1968/results
20717,1968,Johannesburg-1,1968-Johannesburg-1,https://www.atptour.com/en/scores/archive/johannesburg/426/1968/results
20778,1968,San Juan,1968-San Juan,https://www.atptour.com/en/scores/archive/san-juan/6817/1968/results
20809,1968,Fresno WCT,1968-Fresno WCT,https://www.atptour.com/en/scores/archive/fresno/9308/1968/results
20817,1968,Catania,1968-Catania,https://www.atptour.com/en/scores/archive/catania/9338/1968/results
20847,1968,Monte Carlo,1968-Monte Carlo,https://www.atptour.com/en/scores/archive/monte-carlo/410/1968/results
20906,1968,St. Petersburg,1968-St. Petersburg,https://www.atptour.com/en/scores/archive/st-petersburg/6818/1968/results
20935,1968,Tampa,1968-Tampa,https://www.atptour.com/en/scores/archive/tampa/9333/1968/results
20950,1968,Hollywood NTL,1968-Hollywood NTL,https://www.atptour.com/en/scores/archive/hollywood/9309/1968/results
20962,1968,Charlotte,1968-Charlotte,https://www.atptour.com/en/scores/archive/charlotte/436/1968/results
20976,1968,Houston-2,1968-Houston-2,https://www.atptour.com/en/scores/archive/houston/405/1968/results
21007,1968,Palermo,1968-Palermo,https://www.atptour.com/en/scores/archive/palermo/325/1968/results
21038,1968,Paris NTL,1968-Paris NTL,https://www.atptour.com/en/scores/archive/paris/9310/1968/results
21044,1968,Wembley NTL-1,1968-Wembley NTL-1,https://www.atptour.com/en/scores/archive/wembley/9311/1968/results
21047,1968,Evansville WCT,1968-Evansville WCT,https://www.atptour.com/en/scores/archive/evansville/9312/1968/results
21055,1968,Bournemouth,1968-Bournemouth,https://www.atptour.com/en/scores/archive/bournemouth/347/1968/results
21086,1968,Naples,1968-Naples,https://www.atptour.com/en/scores/archive/naples/9339/1968/results
21138,1968,Reggio Calabria,1968-Reggio Calabria,https://www.atptour.com/en/scores/archive/reggio-calabria/9347/1968/results
21139,1968,Wembley NTL-2,1968-Wembley NTL-2,https://www.atptour.com/en/scores/archive/wembley/9313/1968/results
21145,1968,Minneapolis WCT,1968-Minneapolis WCT,https://www.atptour.com/en/scores/archive/minneapolis/9314/1968/results
21153,1968,Rome,1968-Rome,https://www.atptour.com/en/scores/archive/rome/416/1968/results
21256,1968,Buffalo WCT,1968-Buffalo WCT,https://www.atptour.com/en/scores/archive/buffalo/9315/1968/results
21264,1968,New York NTL,1968-New York NTL,https://www.atptour.com/en/scores/archive/new-york/9282/1968/results
21271,1968,Roland Garros Preliminary Round,1968-Roland Garros Preliminary Round,https://www.atptour.com/en/scores/archive/roland-garros-preliminary-round/9355/1968/results
21278,1968,Roland Garros,1968-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/1968/results
21405,1968,Berlin,1968-Berlin,https://www.atptour.com/en/scores/archive/berlin/9240/1968/results
21436,1968,Sacramento,1968-Sacramento,https://www.atptour.com/en/scores/archive/sacramento/654/1968/results
21485,1968,Baltimore WCT,1968-Baltimore WCT,https://www.atptour.com/en/scores/archive/baltimore/9316/1968/results
21493,1968,Beckenham,1968-Beckenham,https://www.atptour.com/en/scores/archive/beckenham/7310/1968/results
21536,1968,Bristol,1968-Bristol,https://www.atptour.com/en/scores/archive/bristol/313/1968/results
21537,1968,Lugano,1968-Lugano,https://www.atptour.com/en/scores/archive/lugano/9334/1968/results
21578,1968,Boston-1,1968-Boston-1,https://www.atptour.com/en/scores/archive/boston/417/1968/results
21594,1968,London / Queen's Club,1968-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/1968/results
21673,1968,Barcelona,1968-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/1968/results
21730,1968,Wimbledon,1968-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/1968/results
21857,1968,Paris-2,1968-Paris-2,https://www.atptour.com/en/scores/archive/paris/9317/1968/results
21878,1968,Dublin,1968-Dublin,https://www.atptour.com/en/scores/archive/dublin/2029/1968/results
21909,1968,Bastad-1,1968-Bastad-1,https://www.atptour.com/en/scores/archive/bastad/316/1968/results
21939,1968,Indianapolis,1968-Indianapolis,https://www.atptour.com/en/scores/archive/indianapolis/9335/1968/results
22002,1968,Gstaad,1968-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/1968/results
22033,1968,Milwaukee,1968-Milwaukee,https://www.atptour.com/en/scores/archive/milwaukee/717/1968/results
22096,1968,Los Angeles NTL,1968-Los Angeles NTL,https://www.atptour.com/en/scores/archive/los-angeles/6811/1968/results
22102,1968,Haverford,1968-Haverford,https://www.atptour.com/en/scores/archive/haverford/2030/1968/results
22165,1968,Hilversum,1968-Hilversum,https://www.atptour.com/en/scores/archive/hilversum/317/1968/results
22220,1968,Bastad WCT,1968-Bastad WCT,https://www.atptour.com/en/scores/archive/bastad/9318/1968/results
22226,1968,South Orange,1968-South Orange,https://www.atptour.com/en/scores/archive/south-orange/707/1968/results
22289,1968,Munich,1968-Munich,https://www.atptour.com/en/scores/archive/munich/308/1968/results
22348,1968,Cannes WCT,1968-Cannes WCT,https://www.atptour.com/en/scores/archive/cannes/9319/1968/results
22356,1968,Hamburg,1968-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/1968/results
22403,1968,Southampton,1968-Southampton,https://www.atptour.com/en/scores/archive/southampton/9288/1968/results
22466,1968,Binghamton NTL,1968-Binghamton NTL,https://www.atptour.com/en/scores/archive/binghamton/9287/1968/results
22469,1968,Newport WCT,1968-Newport WCT,https://www.atptour.com/en/scores/archive/newport/9291/1968/results
22501,1968,Toronto,1968-Toronto,https://www.atptour.com/en/scores/archive/toronto/421/1968/results
22564,1968,Kitzbuhel,1968-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1968/results
22595,1968,Fort Worth NTL,1968-Fort Worth NTL,https://www.atptour.com/en/scores/archive/fort-worth/653/1968/results
22602,1968,Boston-2,1968-Boston-2,https://www.atptour.com/en/scores/archive/boston/3943/1968/results
22697,1968,US Open,1968-US Open,https://www.atptour.com/en/scores/archive/us-open/560/1968/results
22792,1968,Los Angeles-2,1968-Los Angeles-2,https://www.atptour.com/en/scores/archive/los-angeles/423/1968/results
22860,1968,Berkeley,1968-Berkeley,https://www.atptour.com/en/scores/archive/berkeley/424/1968/results
22987,1968,Pretoria WCT,1968-Pretoria WCT,https://www.atptour.com/en/scores/archive/pretoria/9320/1968/results
22996,1968,Midland NTL,1968-Midland NTL,https://www.atptour.com/en/scores/archive/midland/6832/1968/results
23002,1968,Johannesburg WCT,1968-Johannesburg WCT,https://www.atptour.com/en/scores/archive/johannesburg/9321/1968/results
23011,1968,La Jolla,1968-La Jolla,https://www.atptour.com/en/scores/archive/la-jolla/9336/1968/results
23042,1968,Corpus Christi NTL,1968-Corpus Christi NTL,https://www.atptour.com/en/scores/archive/corpus-christi/6816/1968/results
23047,1968,Durban WCT,1968-Durban WCT,https://www.atptour.com/en/scores/archive/durban/9322/1968/results
23056,1968,East London WCT,1968-East London WCT,https://www.atptour.com/en/scores/archive/east-london/9323/1968/results
23064,1968,Port Elizabeth WCT,1968-Port Elizabeth WCT,https://www.atptour.com/en/scores/archive/port-elizabeth/9324/1968/results
23072,1968,Cape Town WCT,1968-Cape Town WCT,https://www.atptour.com/en/scores/archive/cape-town/9325/1968/results
23080,1968,Kimberley WCT,1968-Kimberley WCT,https://www.atptour.com/en/scores/archive/kimberley/9326/1968/results
23088,1968,Sao Paulo NTL-2,1968-Sao Paulo NTL-2,https://www.atptour.com/en/scores/archive/sao-paulo/9327/1968/results
23094,1968,La Paz NTL,1968-La Paz NTL,https://www.atptour.com/en/scores/archive/la-paz/9328/1968/results
23100,1968,Lima NTL,1968-Lima NTL,https://www.atptour.com/en/scores/archive/lima/9329/1968/results
23106,1968,Buenos Aires-2,1968-Buenos Aires-2,https://www.atptour.com/en/scores/archive/buenos-aires/303/1968/results
23138,1968,Vienna WCT,1968-Vienna WCT,https://www.atptour.com/en/scores/archive/vienna/9330/1968/results
23142,1968,London-2,1968-London-2,https://www.atptour.com/en/scores/archive/london/9332/1968/results
23173,1968,Wembley-3,1968-Wembley-3,https://www.atptour.com/en/scores/archive/wembley/430/1968/results
23189,1968,London-3,1968-London-3,https://www.atptour.com/en/scores/archive/london/2016/1968/results
23196,1968,Adelaide,1968-Adelaide,https://www.atptour.com/en/scores/archive/adelaide/7308/1968/results
23197,1968,New York-3,1968-New York-3,https://www.atptour.com/en/scores/archive/new-york/9206/1968/results
23205,1968,Nashville,1968-Nashville,https://www.atptour.com/en/scores/archive/nashville/9331/1968/results
23211,1968,Brisbane,1968-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/9341/1968/results
23256,1968,New Orleans-2,1968-New Orleans-2,https://www.atptour.com/en/scores/archive/new-orleans/9278/1968/results
